age,education,balance,day,month,duration,campaign,poutcome_other,poutcome_success,poutcome_nan,contact_telephone,contact_nan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,default_yes,housing_yes,loan_yes,subscribed_yes,previous_contact_no,contact_by_pdays,total_contact
0.575364144903562,1.0,0.66823798179992,0.0,0.2727272727272727,1.6247704104126863,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.42677927903492974,0.7096764825111559
0.7731898882334819,0.5,0.7682199381237663,0.0,0.2727272727272727,0.6780117564948446,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.26772441130441355,0.5306282510621704
1.1871656860095547,0.5,0.8739661074693649,0.0,0.2727272727272727,0.41259272203239644,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.40021115556700654,0.5306282510621704
0.9597758438138939,0.5,0.6703671522281254,0.0,0.2727272727272727,0.7635696448564911,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.6450663717254171,0.5306282510621704
1.0986122886681098,0.5,0.8649609631007381,0.0,0.2727272727272727,1.1071593492465681,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.47680360104839037,0.3123746850421525
0.9382696385929302,1.0,0.8419375140203337,0.0,0.2727272727272727,1.0842028174479579,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.571891966658162,0.7096764825111559
0.6359887667199966,0.5,1.1027616722149214,0.0,0.2727272727272727,0.5073862394640812,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.4164669561957887,0.5306282510621704
0.9162907318741551,0.5,0.6696579323402417,0.0,0.2727272727272727,0.7164780373226406,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.215910005217661,1.2139231351791042
1.1700712526502548,1.0,0.6405034470745233,0.0,0.2727272727272727,0.39828632638115874,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4358573555636183,0.7096764825111559
1.001448540214462,1.0,2.775270500740509,0.0,0.2727272727272727,0.7853311366380038,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4290565359256971,0.8614824953791601
0.7472144018302211,0.5,0.7768613745191069,0.03333333333333333,0.2727272727272727,1.619685653694576,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5689297329443068,0.7096764825111559
1.001448540214462,0.5,0.5907083954135964,0.03333333333333333,0.2727272727272727,0.8199499782925987,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8024518727825127,0.5306282510621704
0.6931471805599453,0.5,1.5843155470835781,0.03333333333333333,0.2727272727272727,0.8515805221792044,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.43359555081085993,0.5306282510621704
0.7731898882334819,0.5,0.7086193819370216,0.03333333333333333,0.2727272727272727,1.2631320763437712,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.8125785416004419,1.1096621248546947
0.9808292530117263,0.5,0.5182821620426548,0.03333333333333333,0.2727272727272727,0.467855400707446,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.4324627271269847,0.3123746850421525
0.7472144018302211,0.5,0.5182821620426548,0.03333333333333333,0.2727272727272727,1.1043184382449645,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.4324627271269847,0.5306282510621704
0.9382696385929302,0.5,0.5058235291345026,0.03333333333333333,0.2727272727272727,0.5151082855579916,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.7526923604971703,0.5306282510621704
0.6649763035932491,1.0,0.7262052257408776,0.03333333333333333,0.2727272727272727,0.19793578459550545,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.27172575042102254,0.3123746850421525
1.1700712526502548,0.5,0.5186947884153342,0.03333333333333333,0.2727272727272727,0.8751110195893985,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.26101972644981225,0.5306282510621704
0.6649763035932491,1.0,1.5459245067117746,0.03333333333333333,0.2727272727272727,1.7190810898839275,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.4126896451868456,1.473999941538996
0.575364144903562,1.0,0.6100969518224536,0.03333333333333333,0.2727272727272727,0.26269435194366847,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6951103178465482,0.9932517730102836
0.5108256237659907,1.0,0.5182821620426548,0.03333333333333333,0.2727272727272727,0.8008654296001881,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7754714621664531,0.7096764825111559
1.0799201556559572,0.0,0.9766625803168802,0.03333333333333333,0.2727272727272727,1.0856531440256043,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.45487890809450326,0.3123746850421525
0.7985076962177717,0.0,0.784164153441747,0.03333333333333333,0.2727272727272727,0.986713196170701,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.8865065767316359,0.8614824953791601
1.1526795099383855,1.0,1.0329797682380746,0.03333333333333333,0.2727272727272727,0.722747650336236,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8929639982733025,0.8614824953791601
0.7205461547480597,1.0,0.7021158505427056,0.06666666666666667,0.2727272727272727,0.7059405320198548,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9036345601270055,1.2139231351791042
0.7472144018302211,0.5,0.327422401101295,0.06666666666666667,0.2727272727272727,0.5724091393953323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.3798324800290702,0.9932517730102836
1.0986122886681098,0.0,0.572892277385918,0.06666666666666667,0.2727272727272727,0.9085354151066769,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8040165122568065,0.5306282510621704
1.1349799328389847,0.0,0.5182821620426548,0.06666666666666667,0.2727272727272727,0.9102640240072948,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9785887537002091,0.9932517730102836
0.28768207245178107,0.5,0.704516812080244,0.06666666666666667,0.2727272727272727,0.8085430104992223,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.789845836239424,0.5306282510621704
0.6649763035932491,0.5,1.3578264397428712,0.06666666666666667,0.2727272727272727,1.0577306834059812,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5777902388575203,0.7096764825111559
0.5436154465889816,0.5,0.7704674908438509,0.06666666666666667,0.2727272727272727,0.8405306859926194,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.48866038236629855,0.3123746850421525
0.6359887667199966,0.5,0.4932077184130371,0.06666666666666667,0.2727272727272727,0.2855338439134914,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5035503144703154,0.3123746850421525
0.7472144018302211,0.5,0.6257864779938304,0.06666666666666667,0.2727272727272727,0.7695517165340385,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.5046054451406136,0.5306282510621704
1.1349799328389847,0.5,1.4850321633426173,0.06666666666666667,0.2727272727272727,1.1142265164696605,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5777902388575203,0.7096764825111559
0.7731898882334819,0.5,0.7116853015588563,0.06666666666666667,0.2727272727272727,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.816446270266503,0.9932517730102836
1.1349799328389847,0.5,0.6287472499568626,0.6333333333333333,0.2727272727272727,0.30153418525993253,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.8179891828194542,0.8614824953791601
1.1526795099383855,1.0,1.3389324903829094,0.6333333333333333,0.2727272727272727,0.7494707204769895,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.9613726357161771,0.8614824953791601
0.9382696385929302,0.0,0.6320676735941649,0.6333333333333333,0.2727272727272727,0.9656938289466254,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9968036010904223,0.9932517730102836
0.7985076962177717,0.5,0.5857054986982945,0.6333333333333333,0.2727272727272727,0.6357362733466062,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5182217853914589,0.3123746850421525
